"","","","","/D Administrative Base Code","#D0110101","#D01102","#D0120101","#D0130201","#D01401","#D0140201","#D0140301","#D0210101","#D0210201","#D0210301","#D0220103","#D02202","#D02204","#D02206","#D02207","#D0310301","#D0310401","#D0310501","#D0310601","#D0310701","#D0310801","#D0310901","#D0311001","#D0311101","#D0311201","#D03113","#D03114","#D0311501","#D0312301","#D0320101","#D0320201","#D0320301","#D0330103","#D0330203","#D0330303","#D0330403","#D0330503","#D0330603","#D0330703","#D0331103","#D03312","#D03313","#D0331403","#D0331503","#D0331603","#D0331703","#D0331804","#D0331903","#D0332003","#D0332103"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0110101_Financial power index (Prefecture)[-]","#D01102_Real term balance of revenue to expenditure (Prefecture)[%]","#D0120101_Percentage of self-financial resources (Prefecture)[%]","#D0130201_Percentage of outstanding amount of local bonds to expenditure (Prefecture)[%]","#D01401_Real term of current balance (Prefecture)[%]","#D0140201_Percentage of investment expenditure (Prefecture)[%]","#D0140301_Percentage of revenues from local taxes and grants (Prefecture)[%]","#D0210101_Percentage of local taxes (Prefecture)[%]","#D0210201_Percentage of grants to local governments (Prefecture)[%]","#D0210301_Percentage of national disbursements (Prefecture)[%]","#D0220103_Resident tax per capita (Prefecture + Municipality)[thousand yen]","#D02202_Fixed assets tax per capita (Prefecture + Municipality)[thousand yen]","#D02204_Amount of national tax (per capita)[thousand yen]","#D02206_Taxable income (per tax debtor)[thousand yen]","#D02207_Ratio of taxpayer (per capita)[%]","#D0310301_Percentage of welfare expenditure (Prefecture)[%]","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]","#D0310501_Percentage of welfare expenditure for the aged (Prefecture)[%]","#D0310601_Percentage of welfare expenditure for children (Prefecture)[%]","#D0310701_Percentage of expenditure for livelihood protection (Prefecture)[%]","#D0310801_Percentage of health expenditure (Prefecture)[%]","#D0310901_Percentage of labour expenditure (Prefecture)[%]","#D0311001_Percentage of agriculture, forestry and fishery expenditure (Prefecture)[%]","#D0311101_Percentage of commerce and manufacturing expenditure (Prefecture)[%]","#D0311201_Percentage of public works expenditure (Prefecture)[%]","#D03113_Percentage of police expenditure (Prefecture)[%]","#D03114_Percentage of fire service expenditure (Tokyo-to + Municipality)[%]","#D0311501_Percentage of education expenditure (Prefecture)[%]","#D0312301_Percentage of disaster relief expenditure (Prefecture)[%]","#D0320101_Percentage of personnel expenses (Prefecture)[%]","#D0320201_Percentage of allowances (Prefecture)[%]","#D0320301_Percentage of ordinary construction expenses (Prefecture)[%]","#D0330103_Total expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330203_Welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330303_Social welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330403_Social welfare expenditure for aged persons per capita 65 years old and over (Prefecture + Municipality)[thousand yen]","#D0330503_Welfare expenditure for children per capita 0-17 years old (Prefecture + Municipality)[thousand yen]","#D0330603_Welfare expenditure for livelihood protection per person assisted by livelihood protection (Prefecture + Municipality)[thousand yen]","#D0330703_Health expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331103_Public works expenditure per capita (Prefecture + Municipality)[thousand yen]","#D03312_Police expenditure per capita (Prefecture)[thousand yen]","#D03313_Fire service expenditure per capita (Tokyo-to + Municipality)[thousand yen]","#D0331403_Education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331503_Elementary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331603_Lower secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331703_Upper secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331804_Expenditure for schools for special needs education per student (Prefecture + Municipality)[thousand yen]","#D0331903_Kindergarten expenditure per pupil (Prefecture + Municipality)[thousand yen]","#D0332003_Social education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0332103_Disaster relief expenditure per capita (Prefecture + Municipality)[thousand yen]"
"1993100000","1993","24000","Mie-ken","","0.539","1.0","44.4","61.5","73.4","40.3","50.4","26.43","19.92","18.86","98.5","***","339.8","3,408.7","40.5","5.41","1.69","1.46","1.64","0.62","3.77","0.66","12.23","5.98","22.60","5.01","***","29.16","1.18","29.86","2.09","39.04","763.0","82.1","22.9","157.2","***","1,697.6","52.3","168.0","19.6","***","158.0","573.3","669.7","749.8","***","288.9","25.0","7.9"
"1993100000","1993","25000","Shiga-ken","","0.544","0.5","48.9","67.5","78.4","34.1","46.4","24.55","18.95","17.74","106.5","***","253.9","3,593.4","39.9","5.69","1.91","1.54","1.74","0.48","3.81","0.73","12.86","7.38","21.91","4.65","***","24.65","0.33","26.54","1.55","33.77","821.2","81.1","26.1","170.2","***","1,449.6","58.9","166.9","20.5","***","169.3","532.4","648.5","694.4","***","382.8","27.4","1.8"
"1993100000","1993","26000","Kyoto-fu","","0.681","0.3","54.7","62.4","84.6","27.6","50.5","33.18","14.37","15.62","118.0","***","457.9","3,703.2","39.1","6.25","2.18","1.99","1.48","0.58","4.21","0.92","5.34","8.09","25.03","9.24","***","25.52","0.23","33.82","1.68","27.24","740.1","109.0","27.5","195.3","***","1,616.8","48.2","176.2","29.5","***","129.5","636.7","637.5","789.1","***","117.6","12.2","1.3"
"1993100000","1993","27000","Osaka-fu","","1.098","0.5","64.2","73.4","99.8","23.8","48.4","44.65","1.07","14.11","138.0","***","725.3","3,809.3","39.9","7.06","1.82","2.88","2.14","0.21","3.68","0.58","1.14","8.37","21.24","9.96","***","30.30","0.02","36.08","2.15","23.75","709.3","101.2","24.4","227.6","***","2,101.5","60.9","173.0","28.7","***","141.2","634.0","713.9","772.6","***","181.6","12.8","0.2"
"1993100000","1993","28000","Hyogo-ken","","0.705","0.4","54.2","73.0","82.7","28.6","50.1","33.97","13.53","17.60","118.6","***","397.1","3,889.4","39.3","6.39","1.97","2.28","1.70","0.44","3.60","1.17","7.09","6.29","22.29","8.09","***","28.52","0.38","35.05","1.57","28.17","755.3","90.3","25.9","201.0","***","1,838.4","58.0","204.8","24.9","***","145.5","629.4","740.7","758.8","***","255.1","13.7","1.8"
"1993100000","1993","29000","Nara-ken","","0.423","0.7","38.6","84.4","83.8","33.4","49.3","21.65","25.36","18.44","109.2","***","198.0","4,155.4","36.0","7.54","3.15","1.80","1.72","0.87","3.92","0.68","7.09","6.84","26.97","4.95","***","25.36","0.69","30.26","2.45","32.70","735.0","88.1","28.3","177.7","***","1,436.2","51.3","178.9","18.3","***","144.0","581.3","677.3","687.4","***","386.4","18.2","4.7"
"1993100000","1993","30000","Wakayama-ken","","0.345","0.6","35.3","65.0","73.9","39.6","47.9","16.96","28.13","20.93","85.8","***","338.3","3,372.9","34.1","6.52","2.35","1.77","1.75","0.64","2.26","0.38","10.36","5.09","27.32","4.87","***","23.99","1.07","29.51","2.04","38.57","952.0","110.8","36.7","199.4","***","1,660.0","54.2","222.8","24.5","***","168.2","693.9","800.5","790.8","***","225.9","21.9","9.9"
"1993100000","1993","31000","Tottori-ken","","0.240","0.7","30.7","64.4","67.1","40.0","49.3","12.28","34.29","22.12","72.8","***","226.1","2,858.9","39.3","6.57","1.61","2.48","1.99","0.48","2.96","0.26","16.42","10.49","25.90","3.96","***","16.94","1.17","23.66","2.43","38.87","1,140.3","121.3","35.4","209.0","***","1,594.5","58.9","255.3","25.1","***","168.7","605.2","732.3","860.2","***","111.0","18.7","10.1"
"1993100000","1993","32000","Shimane-ken","","0.221","0.4","27.2","76.3","71.3","42.5","45.7","10.83","32.57","26.15","71.1","***","194.4","2,854.2","38.3","5.51","1.65","1.86","1.50","0.49","2.27","0.54","17.15","7.91","24.30","3.82","***","18.26","1.71","23.78","2.63","40.76","1,291.1","122.1","37.3","210.5","***","1,628.0","66.5","264.6","27.5","***","196.4","763.9","931.9","932.1","***","462.3","18.1","22.6"
"1993100000","1993","33000","Okayama-ken","","0.490","0.3","40.5","80.0","84.4","37.0","48.5","23.96","21.81","18.46","94.0","***","380.9","3,250.5","39.5","5.94","1.82","1.82","1.74","0.56","2.50","0.47","10.69","6.63","24.54","6.50","***","25.28","0.64","30.03","1.59","36.37","827.9","91.6","26.1","166.7","***","1,652.5","61.6","182.3","26.5","***","157.0","576.1","649.4","712.8","***","477.2","14.0","5.9"
"1993100000","1993","34000","Hiroshima-ken","","0.578","0.1","45.3","65.2","79.4","36.1","48.2","28.05","17.59","20.77","108.0","***","371.8","3,483.0","41.1","6.07","1.75","2.06","1.74","0.52","3.75","0.87","9.10","6.78","23.85","5.75","***","27.32","0.99","30.11","3.73","35.05","822.0","88.3","22.9","183.9","***","1,718.5","60.2","207.7","20.7","***","160.1","606.8","651.3","799.5","***","111.2","17.3","7.1"
"1993100000","1993","35000","Yamaguchi-ken","","0.415","0.3","41.1","62.3","75.5","36.7","48.7","21.26","24.83","22.03","88.3","***","339.6","3,219.7","38.9","6.37","1.83","2.14","1.84","0.56","2.66","1.42","10.93","8.65","24.07","5.62","***","22.72","1.69","29.33","2.46","34.99","865.6","99.8","29.4","180.5","***","1,750.4","55.2","180.6","25.1","***","158.3","595.4","673.1","814.6","***","100.2","19.1","15.6"
"1993100000","1993","36000","Tokushima-ken","","0.267","0.7","38.1","74.1","77.6","38.3","43.8","12.32","28.06","19.67","78.2","***","236.5","3,099.3","34.7","6.26","1.68","1.68","1.55","1.33","2.87","0.82","12.96","9.72","24.39","3.98","***","19.73","1.50","24.17","2.78","36.80","1,074.3","122.0","34.2","211.6","***","1,624.6","53.2","223.0","25.4","***","184.7","677.1","737.6","911.6","***","401.7","15.1","15.7"
"1993100000","1993","37000","Kagawa-ken","","0.467","1.2","46.9","61.8","77.5","35.8","47.5","22.26","22.44","15.53","101.2","***","397.0","3,251.4","39.8","7.87","3.20","2.08","1.91","0.66","4.07","0.51","7.85","10.43","25.63","4.81","***","22.59","0.41","26.26","2.29","35.40","828.9","102.0","31.3","191.5","***","1,432.9","54.9","183.2","21.9","***","151.0","510.0","566.6","853.1","***","327.3","17.9","3.6"
"1993100000","1993","38000","Ehime-ken","","0.366","0.1","44.6","46.1","67.9","42.0","51.5","18.05","26.69","20.66","76.9","***","270.1","3,046.6","35.2","6.05","1.68","1.82","1.90","0.65","3.23","0.23","12.36","5.86","29.74","4.78","***","24.09","1.70","29.29","2.99","40.34","825.7","97.9","28.6","169.8","***","1,725.7","47.4","206.3","19.8","***","147.6","587.9","670.5","706.2","***","108.9","21.1","13.7"
"1993100000","1993","39000","Kochi-ken","","0.214","0.2","32.6","75.8","77.5","40.3","43.5","9.85","31.12","22.76","70.7","***","203.9","2,941.6","35.1","5.82","1.52","1.63","1.76","0.91","4.87","0.38","13.77","8.16","28.87","3.96","***","17.77","2.58","22.46","2.11","37.67","1,225.6","159.1","43.3","236.3","***","1,690.3","70.4","293.4","28.2","***","168.2","697.5","934.6","1,010.1","***","112.5","14.9","30.0"
"1993100000","1993","40000","Fukuoka-ken","","0.608","0.5","48.4","79.0","91.5","25.6","51.0","31.04","17.03","20.41","90.4","***","311.7","3,329.8","36.4","9.56","2.09","2.11","2.17","3.18","3.08","1.63","7.89","5.49","15.76","9.03","***","29.87","1.03","36.59","5.05","23.73","729.1","105.9","27.1","168.2","***","1,587.5","51.0","156.0","25.5","***","139.2","527.6","634.7","801.9","***","46.2","16.0","5.0"
"1993100000","1993","41000","Saga-ken","","0.282","0.9","34.5","57.5","69.7","44.9","47.8","15.20","30.33","23.14","71.3","***","205.0","2,933.4","36.2","5.80","1.67","1.77","1.72","0.64","2.56","0.90","15.43","8.98","25.78","4.20","***","20.60","1.58","25.44","2.95","43.28","954.3","100.2","29.1","198.7","***","1,626.1","46.7","207.9","22.9","***","165.6","562.0","665.3","914.0","***","61.8","16.6","17.1"
"1993100000","1993","42000","Nagasaki-ken","","0.278","0.3","30.7","70.6","80.2","38.6","47.0","14.27","30.22","27.00","67.6","***","183.9","2,989.4","34.3","7.15","1.55","2.04","2.34","1.09","3.59","0.49","14.41","5.82","23.65","5.21","***","23.05","1.50","28.76","4.42","37.11","954.9","125.8","43.0","205.7","***","1,447.5","56.2","199.8","25.2","***","161.8","603.7","711.2","872.3","***","104.7","11.3","14.5"
"1993100000","1993","43000","Kumamoto-ken","","0.333","0.7","32.0","86.3","76.9","40.3","46.1","16.02","27.08","23.98","67.4","***","207.5","2,932.5","34.4","6.82","1.80","2.04","2.33","0.64","3.91","0.37","14.35","4.73","23.12","4.78","***","23.16","2.44","27.04","2.57","37.81","876.5","108.7","28.2","195.3","***","1,720.1","53.4","176.0","21.4","***","156.0","569.7","745.5","861.8","***","93.6","12.5","20.8"
"1993100000","1993","44000","Oita-ken","","0.316","0.2","30.8","71.6","75.9","46.0","46.1","14.92","27.75","25.27","73.3","***","250.0","3,025.4","34.9","5.60","1.83","1.47","1.59","0.69","2.37","0.41","16.49","6.15","24.21","4.28","***","22.45","3.45","27.46","2.61","42.49","952.2","101.1","27.8","184.8","***","1,715.0","44.7","202.3","22.5","***","167.8","659.3","667.8","841.3","***","236.6","19.0","34.2"
"1993100000","1993","45000","Miyazaki-ken","","0.255","0.2","26.2","66.7","71.4","44.5","48.4","13.55","32.54","27.46","60.7","***","176.1","2,806.2","33.4","5.53","1.33","1.37","2.14","0.68","2.71","0.32","16.54","2.77","23.93","4.10","***","22.84","5.00","26.70","2.18","39.43","911.2","102.5","26.0","179.0","***","1,469.7","42.8","191.1","20.7","***","157.9","518.8","677.0","841.0","***","57.1","19.2","44.3"
"1993100000","1993","46000","Kagoshima-ken","","0.267","0.0","27.0","70.9","80.8","43.6","44.5","12.62","28.83","29.59","58.8","***","171.8","2,916.3","30.9","7.10","1.74","1.87","1.92","1.33","2.41","0.53","18.46","4.04","21.83","4.06","***","22.39","4.44","27.39","3.21","39.17","988.0","112.6","30.3","202.8","***","1,469.5","42.6","188.6","20.8","***","175.8","644.4","842.5","873.9","***","106.4","14.9","48.5"
"1993100000","1993","47000","Okinawa-ken","","0.254","0.6","22.5","66.3","90.7","38.9","45.2","12.62","30.89","35.65","52.0","***","226.5","3,048.2","25.8","6.87","1.56","1.85","2.55","0.90","3.64","0.60","13.87","3.41","23.58","5.66","***","28.78","0.15","34.75","3.29","38.70","855.3","106.5","30.2","206.4","***","1,353.6","36.3","192.7","26.1","***","197.5","580.9","790.5","937.3","***","339.6","11.1","1.5"
"1994100000","1994","00000","All Japan","","0.494","0.5","50.2","78.5","83.1","32.7","48.6","30.14","16.01","18.37","103.3","***","460.5","3,664.7","40.7","6.53","1.80","2.04","1.78","0.55","3.96","0.63","9.85","7.00","22.31","6.35","***","23.92","0.84","29.85","2.34","31.79","803.9","95.8","25.6","200.6","***","1,829.4","56.0","176.7","25.4","***","149.7","622.9","729.2","839.6","***","135.6","15.1","5.9"
"1994100000","1994","01000","Hokkaido","","0.381","0.8","38.8","87.4","87.0","33.9","45.5","19.26","24.59","23.00","76.9","***","266.7","3,285.7","38.7","5.14","1.26","1.48","1.34","1.05","3.01","0.55","16.76","8.89","18.20","5.08","***","23.68","1.39","28.44","2.77","32.49","1,044.4","116.0","34.0","234.3","***","1,695.3","57.8","209.7","25.1","***","180.8","758.6","869.0","899.8","***","64.7","13.7","11.1"
"1994100000","1994","02000","Aomori-ken","","0.266","0.6","27.2","79.2","83.2","38.6","46.8","14.72","30.49","26.69","58.6","***","185.5","2,911.1","35.4","5.97","1.39","1.36","2.28","0.93","3.27","0.37","18.23","5.70","20.50","4.47","***","23.69","1.73","29.46","2.48","36.85","965.3","107.6","25.4","189.4","***","1,438.8","61.6","169.8","23.0","***","178.1","701.5","771.4","933.9","***","83.8","13.7","13.5"
"1994100000","1994","03000","Iwate-ken","","0.278","0.4","31.2","82.9","76.4","41.4","46.7","14.61","29.70","24.65","62.7","***","186.7","2,915.9","37.3","5.66","1.81","1.48","1.73","0.63","5.35","0.60","21.81","6.30","18.87","3.75","***","22.63","1.06","26.90","2.18","40.30","1,021.4","97.2","27.2","190.8","***","1,480.8","75.6","175.7","20.7","***","187.1","718.8","818.0","956.6","***","137.0","17.8","12.1"
"1994100000","1994","04000","Miyagi-ken","","0.540","0.3","44.0","91.0","86.1","38.2","47.5","26.47","18.06","20.85","83.9","***","365.7","3,343.9","38.8","4.93","1.35","1.53","1.56","0.47","2.58","0.53","15.31","6.78","20.21","5.05","***","25.69","0.70","30.05","2.22","37.51","778.7","66.4","18.4","156.5","***","1,516.1","60.6","157.2","18.8","***","153.4","597.7","709.1","941.0","***","121.1","15.4","5.1"
"1994100000","1994","05000","Akita-ken","","0.260","0.6","29.5","87.4","76.5","41.4","45.9","14.13","30.25","23.12","60.4","***","196.8","2,838.7","37.7","6.40","2.08","1.89","1.72","0.67","2.53","0.44","17.92","7.01","21.99","3.75","***","20.13","1.37","25.08","1.44","40.01","1,045.0","110.2","31.1","216.0","***","1,601.8","54.4","199.0","21.8","***","177.6","662.4","759.4","819.5","***","173.8","14.9","11.5"
"1994100000","1994","06000","Yamagata-ken","","0.307","0.3","32.0","86.3","80.3","39.9","46.8","15.81","28.89","22.71","65.9","***","201.9","2,846.6","40.5","4.42","1.32","1.45","1.35","0.30","3.75","0.84","15.39","6.90","25.59","4.36","***","20.08","1.01","26.44","1.12","38.87","930.1","82.6","23.1","156.2","***","1,573.2","62.8","201.0","22.7","***","164.9","693.1","748.0","978.1","***","54.1","15.2","6.7"
"1994100000","1994","07000","Fukushima-ken","","0.443","0.5","39.7","65.7","77.1","38.7","49.4","23.22","23.79","24.06","69.4","***","233.1","3,026.7","39.1","5.18","1.50","1.64","1.54","0.49","3.49","0.52","15.65","4.97","23.16","4.50","***","26.60","1.53","29.91","1.94","37.16","842.9","73.3","20.6","154.3","***","1,668.8","54.3","178.4","19.6","***","175.5","611.8","688.0","780.2","***","162.8","16.3","10.0"
"1994100000","1994","08000","Ibaraki-ken","","0.596","0.5","50.5","63.0","83.6","32.5","48.8","29.49","17.15","18.61","88.6","***","270.9","3,581.5","39.3","5.54","1.77","1.57","1.55","0.62","3.71","0.52","13.18","5.31","21.42","4.95","***","28.24","0.27","31.11","2.52","32.20","691.2","65.1","22.7","138.9","***","1,787.6","52.3","142.4","17.5","***","146.7","514.1","598.3","805.7","***","213.6","13.5","1.6"
"1994100000","1994","09000","Tochigi-ken","","0.600","1.3","49.6","70.9","81.9","31.8","51.7","29.39","18.81","18.41","88.9","***","276.9","3,372.2","41.2","6.02","1.66","1.69","2.19","0.46","3.86","0.70","11.22","5.55","22.47","5.63","***","26.28","0.98","31.31","2.07","30.82","716.3","66.1","17.5","145.3","***","1,798.1","47.8","156.1","20.7","***","148.4","658.1","645.0","789.3","***","14.9","16.9","4.4"
"1994100000","1994","10000","Gumma-ken","","0.596","0.4","50.5","65.6","83.3","33.6","49.1","28.24","17.62","19.35","87.3","***","304.8","3,352.6","40.6","6.37","1.99","2.00","2.00","0.37","3.04","0.89","12.82","7.88","21.51","5.45","***","26.23","0.19","30.36","2.65","33.38","761.6","77.6","24.5","156.2","***","1,881.4","50.5","149.9","19.8","***","157.6","518.1","672.4","827.0","***","205.2","27.8","1.4"
"1994100000","1994","11000","Saitama-ken","","0.769","0.6","57.2","79.8","92.9","26.0","48.9","36.87","10.03","16.08","104.2","***","266.6","3,996.1","42.4","6.39","1.91","2.41","1.74","0.33","3.65","0.44","3.57","6.05","22.03","6.71","***","30.68","0.03","35.34","1.72","25.98","525.4","57.7","17.5","177.4","***","1,859.2","44.2","122.1","16.3","***","117.5","527.2","594.5","685.5","***","42.7","9.0","0.3"
"1994100000","1994","12000","Chiba-ken","","0.764","1.0","58.6","69.5","88.8","28.9","49.1","36.58","9.90","16.91","109.4","***","344.9","4,153.8","42.1","5.06","1.38","1.63","1.71","0.33","4.04","0.33","7.19","9.32","21.90","7.72","***","29.55","0.24","34.99","2.24","28.63","566.8","56.5","16.3","142.3","***","1,896.4","54.0","122.5","20.0","***","126.5","531.7","705.6","714.1","***","120.8","13.9","0.8"
"1994100000","1994","13000","Tokyo-to","","1.247","0.0","78.2","73.1","94.8","24.6","59.6","57.33","0.00","6.46","194.2","***","1,400.5","4,477.9","46.3","7.59","2.56","2.83","1.95","0.23","7.01","0.57","0.38","5.83","24.56","9.00","***","15.51","0.01","26.26","2.06","24.60","904.8","144.1","39.7","362.5","***","2,272.1","64.4","204.6","51.0","***","145.8","804.3","995.2","1,201.2","***","87.8","13.6","0.1"
"1994100000","1994","14000","Kanagawa-ken","","1.017","0.8","65.6","77.5","104.3","23.1","51.9","47.50","1.77","12.81","129.5","***","428.2","4,309.6","45.0","5.97","2.18","1.86","1.65","0.24","4.53","0.94","3.36","7.30","16.59","9.94","***","33.08","0.01","41.56","2.54","23.11","600.8","67.8","20.6","168.6","***","2,035.8","53.4","155.1","22.5","***","123.7","603.8","738.1","798.3","***","37.5","13.1","0.0"
"1994100000","1994","15000","Niigata-ken","","0.430","0.5","37.9","78.4","76.6","42.5","45.6","21.41","22.01","26.06","79.4","***","280.7","3,035.4","41.6","4.50","1.13","1.71","1.36","0.30","2.85","0.37","17.77","4.49","28.21","3.99","***","21.13","0.77","26.38","1.25","41.75","940.4","85.6","18.3","176.6","***","1,734.6","63.5","212.0","19.2","***","160.8","677.5","724.0","818.6","***","106.3","12.6","5.4"
"1994100000","1994","16000","Toyama-ken","","0.438","0.6","42.0","102.3","83.4","39.6","46.3","20.69","22.62","19.61","95.6","***","347.6","3,253.5","45.1","5.01","1.16","1.76","1.90","0.18","3.36","0.57","15.97","6.12","24.43","4.39","***","22.16","0.47","26.50","1.24","39.13","918.8","91.4","19.4","184.9","***","2,069.6","48.0","203.7","22.6","***","167.2","651.2","634.4","929.2","***","149.9","17.0","3.9"
"1994100000","1994","17000","Ishikawa-ken","","0.490","0.4","42.0","86.3","78.5","39.1","46.9","22.59","20.89","19.34","92.2","***","345.4","3,240.1","43.5","5.60","1.08","2.38","1.75","0.37","3.31","0.52","14.64","7.94","22.75","4.40","***","20.77","0.45","26.42","1.73","38.69","935.0","94.2","20.2","200.1","***","2,198.2","59.8","201.5","21.6","***","158.4","645.3","670.1","968.3","***","139.9","23.0","3.8"
"1994100000","1994","18000","Fukui-ken","","0.438","0.9","39.3","76.2","77.3","44.1","44.8","20.87","21.80","21.20","93.9","***","304.7","3,196.7","44.5","5.82","2.26","1.52","1.77","0.21","1.96","0.37","14.43","10.69","25.69","4.27","***","19.30","0.54","23.94","1.56","43.52","1,083.8","107.1","32.1","181.1","***","1,928.0","52.6","241.9","26.3","***","182.2","629.3","632.6","941.0","***","259.4","28.1","4.7"
"1994100000","1994","19000","Yamanashi-ken","","0.393","0.8","37.3","90.2","75.0","44.6","47.7","18.36","25.85","20.42","83.9","***","266.7","3,313.4","39.6","5.07","1.73","1.57","1.40","0.35","2.43","0.57","17.08","7.19","26.22","4.42","***","19.12","0.79","24.41","1.63","43.84","969.0","86.7","25.3","184.6","***","2,343.0","59.6","209.4","23.8","***","159.8","597.5","786.4","794.1","***","41.2","17.9","5.2"
"1994100000","1994","20000","Nagano-ken","","0.481","0.4","40.7","96.8","76.9","42.4","44.6","21.72","20.27","20.50","88.3","***","321.5","3,292.7","42.0","4.86","1.77","1.42","1.22","0.36","2.34","0.95","13.45","7.89","28.47","4.17","***","21.56","0.47","24.64","1.62","41.91","960.1","92.1","25.8","184.3","***","1,960.7","52.3","237.0","20.0","***","164.7","558.8","884.1","794.8","***","46.5","15.7","4.2"
"1994100000","1994","21000","Gifu-ken","","0.551","1.2","45.2","64.1","75.8","41.3","49.3","27.49","19.16","19.74","90.2","***","268.3","3,396.1","42.2","4.79","1.47","1.60","1.49","0.23","2.26","0.23","12.18","6.44","25.32","4.89","***","25.42","0.56","29.41","1.78","40.70","763.9","73.8","21.6","164.0","***","2,159.5","48.2","168.6","18.5","***","150.2","576.8","670.0","738.6","***","149.6","22.1","3.0"
"1994100000","1994","22000","Shizuoka-ken","","0.811","0.7","55.7","79.7","84.0","33.9","47.3","35.65","7.88","17.11","100.5","***","325.1","3,453.3","45.0","4.38","1.03","1.67","1.45","0.21","2.65","0.31","8.95","8.12","25.64","6.04","***","25.54","0.81","29.98","1.51","33.07","685.2","58.3","16.0","135.4","***","1,974.5","47.2","178.2","20.3","***","130.4","541.9","663.8","816.1","***","174.2","13.0","3.4"
"1994100000","1994","23000","Aichi-ken","","1.046","1.1","69.8","88.1","103.4","26.0","46.3","43.25","0.77","14.03","122.2","***","529.2","3,809.6","44.2","6.04","1.93","2.24","1.64","0.21","3.54","0.72","6.63","10.38","18.85","7.53","***","28.83","0.12","34.66","2.40","25.86","685.4","80.0","23.2","194.8","***","2,082.3","52.5","157.0","23.3","***","139.6","589.6","692.9","743.7","***","75.5","14.5","0.7"
"1994100000","1994","24000","Mie-ken","","0.536","1.0","46.9","70.7","77.0","38.3","50.0","26.94","19.95","19.86","89.5","***","321.5","3,448.0","41.0","5.74","1.72","1.72","1.67","0.61","3.78","0.63","13.03","6.13","21.41","5.65","***","26.51","2.10","30.41","2.16","36.15","765.0","82.3","21.8","159.0","***","1,714.7","51.2","161.1","22.1","***","148.5","596.4","660.3","844.0","***","295.1","16.5","12.8"
"1994100000","1994","25000","Shiga-ken","","0.539","0.4","49.7","75.5","82.4","34.5","43.6","23.47","17.90","17.13","95.5","***","221.4","3,620.8","40.2","5.84","1.43","2.29","1.62","0.49","4.35","0.76","12.10","6.67","20.37","4.44","***","26.75","0.48","26.26","1.59","34.06","846.2","82.0","24.1","194.0","***","1,511.9","63.3","168.3","20.5","***","183.5","551.5","640.4","729.2","***","472.9","26.1","2.9"
"1994100000","1994","26000","Kyoto-fu","","0.664","0.2","54.7","72.7","87.9","26.7","50.2","32.52","15.08","14.82","104.6","***","432.3","3,727.2","39.1","6.48","2.23","2.12","1.53","0.55","3.79","1.41","5.16","8.15","21.70","9.56","***","26.41","0.19","34.76","1.75","26.45","744.8","109.1","26.7","185.9","***","1,670.9","48.5","157.6","30.7","***","137.7","651.0","711.5","833.6","***","117.2","14.3","1.1"
"1994100000","1994","27000","Osaka-fu","","1.009","0.5","66.5","88.3","106.2","21.7","47.7","43.30","1.54","13.03","121.4","***","658.1","3,842.0","40.1","7.47","1.78","3.13","2.17","0.22","3.79","0.64","1.16","8.39","19.15","10.57","***","31.05","0.23","37.08","2.37","21.47","711.5","106.5","24.0","241.3","***","2,130.4","60.8","163.3","30.3","***","145.1","639.7","760.9","829.5","***","187.6","12.6","1.1"
"1994100000","1994","28000","Hyogo-ken","","0.678","0.1","49.2","74.1","88.8","25.0","43.7","28.04","13.53","22.25","104.1","***","341.0","3,942.9","40.0","14.94","2.39","1.96","1.64","0.33","3.24","0.81","6.10","7.20","19.96","7.44","***","25.00","0.75","31.63","2.64","24.25","804.1","140.8","27.0","201.6","***","1,851.0","59.1","186.4","26.2","***","143.1","618.4","740.0","809.1","***","270.1","12.3","6.2"
"1994100000","1994","29000","Nara-ken","","0.412","0.5","38.7","94.1","86.3","31.1","49.0","20.88","26.21","18.19","97.3","***","188.8","4,181.7","36.4","7.00","2.11","2.15","1.81","0.89","3.67","0.61","6.94","7.59","24.56","5.05","***","27.08","0.65","30.81","2.54","30.37","745.0","91.9","25.2","221.3","***","1,466.2","49.7","166.5","18.9","***","152.9","630.1","648.7","738.1","***","415.8","24.6","4.0"
